id_estudiante,carrera,semestre,turno,edad,genero,promedio_anterior,porcentaje_asistencia,materias_reprobadas_previas,creditos_inscritos,participa_tutorias,beca,trabaja,horas_trabajo_semana,distancia_km,acceso_internet,uso_plataforma_semana,entregas_tareas_pct,reinscripcion_tardia,indice_socioeconomico,riesgo_academico,deserto,reprobo
EST04584,Contador Público,7,Matutino,19,F,87.6,74.9,5,27,No,Sí,No trabaja,0,16.5,Sí,10,76.6,No,1,Alto,1,1
EST04585,Ingeniería Mecatrónica,4,Vespertino,22,M,65.0,76.4,5,29,Sí,No,Tiempo completo,42,3.3,Sí,12,78.6,Sí,5,Alto,1,0
EST04586,Ingeniería Civil,3,Vespertino,23,F,68.8,86.7,4,30,Sí,No,No trabaja,0,6.6,Sí,13,60.2,No,1,Medio,0,1
EST04587,Ingeniería Mecatrónica,5,Vespertino,22,M,87.3,84.6,4,24,Sí,No,No trabaja,0,7.4,Sí,7,93.4,No,2,Bajo,0,0
EST04588,Ingeniería Electromecánica,10,Matutino,26,M,84.5,97.7,0,25,Sí,No,Medio tiempo,18,6.1,Sí,6,62.2,No,5,Bajo,0,0
EST04589,Licenciatura en Administración,8,Matutino,22,F,67.3,80.2,3,22,Sí,Sí,No trabaja,0,1.9,Sí,0,78.4,No,3,Bajo,0,0
EST04590,Contador Público,9,Vespertino,21,F,74.7,48.6,0,27,Sí,No,No trabaja,0,1.9,Sí,14,85.9,No,1,Bajo,0,0
EST04591,Ingeniería en Sistemas Computacionales,3,Matutino,18,M,83.3,81.8,1,34,Sí,Sí,No trabaja,0,3.7,Sí,9,86.8,Sí,1,Bajo,0,0
EST04592,Ingeniería Mecatrónica,1,Matutino,21,F,78.6,100,1,19,No,No,No trabaja,0,6.5,Sí,11,66.9,Sí,3,Bajo,0,0
EST04593,Ingeniería en Gestión Empresarial,7,Vespertino,24,F,75.0,87.5,0,20,No,No,Medio tiempo,13,9.3,Sí,14,74.7,No,2,Medio,0,1
EST04594,Ingeniería en Sistemas Computacionales,2,Matutino,23,F,74.9,65.3,2,31,No,No,Tiempo completo,43,11.0,Sí,1,50.0,No,1,Alto,0,1
EST04595,Ingeniería Civil,10,Vespertino,23,F,66.4,83.5,1,31,No,No,No trabaja,0,9.8,Sí,4,42.3,No,1,Medio,0,1
EST04596,Ingeniería en Sistemas Computacionales,3,Vespertino,21,M,62.4,91.4,0,26,Sí,Sí,No trabaja,0,4.7,Sí,6,70.7,No,3,Bajo,0,0
EST04597,Ingeniería Industrial,1,Vespertino,18,M,70.4,65.8,4,20,No,No,Medio tiempo,18,9.5,Sí,3,58.5,No,3,Alto,0,1
EST04598,Ingeniería Industrial,1,Vespertino,19,F,93.5,87.2,5,20,Sí,No,No trabaja,0,11.4,Sí,4,62.9,No,2,Bajo,1,1
EST04599,Ingeniería Civil,8,Matutino,21,F,83.6,80.7,0,29,No,Sí,Medio tiempo,15,6.2,Sí,13,69.1,Sí,4,Bajo,0,0
EST04600,Contador Público,8,Matutino,20,M,68.6,68.5,4,22,Sí,Sí,Medio tiempo,22,9.3,Sí,1,68.1,No,3,Alto,0,1
EST04601,Ingeniería en Sistemas Computacionales,6,Matutino,21,F,73.5,100,1,29,No,Sí,No trabaja,0,12.4,Sí,8,87.5,No,5,Bajo,0,0
EST04602,Ingeniería en Sistemas Computacionales,8,Vespertino,20,F,84.3,95.3,0,24,No,No,Medio tiempo,13,13.2,Sí,7,100,No,2,Bajo,0,0
EST04603,Ingeniería Electromecánica,6,Vespertino,21,F,80.2,77.8,0,33,Sí,Sí,Tiempo completo,43,9.6,No,0,54.6,No,5,Medio,1,1
EST04604,Ingeniería Electromecánica,10,Vespertino,24,F,78.3,77.8,1,28,Sí,No,No trabaja,0,0.5,Sí,10,75.1,Sí,4,Bajo,0,1
EST04605,Ingeniería Mecatrónica,9,Vespertino,24,F,79.4,62.5,0,29,Sí,Sí,Tiempo completo,43,0.5,Sí,13,82.1,No,5,Bajo,0,0
EST04606,Ingeniería Industrial,7,Vespertino,20,F,81.8,100,2,18,No,No,No trabaja,0,0.5,Sí,8,93.8,No,3,Bajo,0,0
EST04607,Contador Público,6,Vespertino,19,M,73.4,93.8,1,18,Sí,No,No trabaja,0,7.1,Sí,5,79.6,No,3,Bajo,0,0
EST04608,Ingeniería Electromecánica,5,Vespertino,22,M,73.5,84.4,1,20,No,Sí,Medio tiempo,21,2.2,Sí,14,99.2,No,1,Bajo,0,0
EST04609,Contador Público,1,Vespertino,22,M,82.9,79.6,0,20,Sí,Sí,No trabaja,0,7.8,Sí,9,99.5,Sí,3,Bajo,0,0
EST04610,Ingeniería Industrial,2,Matutino,21,F,88.9,82.8,3,19,No,Sí,Medio tiempo,23,11.4,Sí,14,85.7,Sí,3,Bajo,1,0
EST04611,Ingeniería Mecatrónica,5,Vespertino,23,F,84.2,92.1,1,33,No,No,No trabaja,0,0.5,Sí,16,97.9,No,4,Bajo,0,0
EST04612,Ingeniería Civil,3,Vespertino,22,M,68.7,86.3,4,36,Sí,No,Medio tiempo,13,6.8,Sí,12,84.6,No,1,Alto,1,1
EST04613,Ingeniería en Gestión Empresarial,7,Matutino,20,M,61.4,85.4,4,32,No,Sí,No trabaja,0,10.4,No,3,80.6,No,1,Medio,0,0
EST04614,Ingeniería en Sistemas Computacionales,10,Vespertino,28,M,75.8,81.5,1,20,No,Sí,Medio tiempo,10,13.5,Sí,9,84.1,No,5,Bajo,0,0
EST04615,Ingeniería Electromecánica,6,Matutino,21,M,82.3,84.6,0,27,Sí,No,No trabaja,0,14.2,Sí,10,79.3,Sí,1,Bajo,0,0
EST04616,Ingeniería en Gestión Empresarial,2,Matutino,21,F,64.9,92.5,1,24,Sí,No,No trabaja,0,1.1,Sí,14,100,Sí,2,Bajo,0,0
EST04617,Ingeniería Mecatrónica,8,Matutino,22,M,66.0,76.5,3,27,No,No,No trabaja,0,0.5,Sí,1,67.4,No,1,Medio,0,0
EST04618,Ingeniería Industrial,5,Vespertino,18,M,80.2,68.6,1,33,Sí,Sí,Medio tiempo,24,18.9,Sí,9,88.2,Sí,1,Bajo,0,0
EST04619,Contador Público,4,Matutino,24,M,83.8,70.1,1,27,No,No,Medio tiempo,10,15.1,No,13,92.6,No,2,Bajo,0,0
EST04620,Contador Público,5,Vespertino,22,M,56.4,83.9,0,32,No,No,Tiempo completo,46,2.1,Sí,4,67.9,Sí,2,Medio,0,1
EST04621,Contador Público,8,Vespertino,23,M,77.1,97.0,0,26,No,No,Medio tiempo,22,1.6,Sí,1,71.0,No,1,Bajo,0,0
EST04622,Licenciatura en Administración,8,Matutino,26,F,72.0,96.4,4,30,No,Sí,No trabaja,0,3.0,Sí,1,72.0,Sí,1,Bajo,0,0
EST04623,Ingeniería en Gestión Empresarial,8,Matutino,22,M,81.9,84.2,1,27,No,Sí,Medio tiempo,23,9.0,Sí,9,81.1,No,2,Bajo,0,0
EST04624,Ingeniería en Sistemas Computacionales,6,Matutino,22,M,73.6,81.1,0,22,No,No,No trabaja,0,0.5,Sí,13,67.3,No,4,Bajo,0,0
EST04625,Ingeniería en Sistemas Computacionales,4,Vespertino,19,F,72.5,87.4,1,30,No,No,Medio tiempo,26,15.1,Sí,12,98.8,No,5,Bajo,0,0
EST04626,Ingeniería Civil,6,Vespertino,21,F,66.5,87.4,1,36,Sí,No,No trabaja,0,13.7,Sí,9,83.7,Sí,3,Bajo,0,1
EST04627,Licenciatura en Administración,6,Matutino,25,F,61.3,81.1,2,23,No,No,Medio tiempo,11,10.1,No,12,81.3,No,5,Medio,0,0
EST04628,Ingeniería Electromecánica,8,Vespertino,21,M,55.0,62.0,0,36,No,Sí,Medio tiempo,19,1.4,Sí,1,78.3,No,4,Medio,0,1
EST04629,Ingeniería Electromecánica,6,Matutino,21,F,100,57.8,0,23,No,Sí,Tiempo completo,41,8.0,No,12,60.6,No,5,Medio,0,1
EST04630,Ingeniería en Sistemas Computacionales,5,Vespertino,23,M,66.5,98.6,2,35,No,No,Medio tiempo,15,10.0,Sí,2,73.8,No,5,Medio,1,1
EST04631,Contador Público,10,Vespertino,27,M,83.3,95.2,4,18,No,No,No trabaja,0,11.9,Sí,10,55.5,No,3,Bajo,0,1
EST04632,Licenciatura en Administración,4,Vespertino,18,F,70.5,83.4,2,20,No,No,No trabaja,0,0.6,No,12,88.8,No,2,Bajo,0,0
EST04633,Ingeniería en Gestión Empresarial,1,Matutino,18,M,73.1,77.1,0,21,Sí,Sí,Medio tiempo,27,1.7,No,1,68.4,No,4,Medio,1,1
EST04634,Ingeniería en Sistemas Computacionales,6,Vespertino,19,M,82.7,89.0,1,29,Sí,No,Medio tiempo,23,5.8,Sí,6,96.1,No,1,Bajo,0,0
EST04635,Ingeniería Civil,4,Vespertino,17,F,76.3,80.8,1,31,Sí,No,No trabaja,0,3.1,Sí,6,99.7,No,1,Bajo,0,0
EST04636,Ingeniería Industrial,1,Vespertino,22,M,76.6,96.0,1,22,No,Sí,Medio tiempo,22,8.6,Sí,8,70.4,No,4,Bajo,0,0
EST04637,Licenciatura en Administración,9,Matutino,23,F,60.9,89.5,4,35,Sí,No,Medio tiempo,11,14.6,Sí,8,97.3,No,4,Medio,0,1
EST04638,Ingeniería Industrial,7,Vespertino,25,M,67.6,92.1,1,32,No,Sí,No trabaja,0,1.1,Sí,12,50.9,No,5,Medio,0,1
EST04639,Ingeniería en Gestión Empresarial,2,Matutino,21,M,75.5,92.9,1,28,No,No,No trabaja,0,14.4,Sí,9,96.9,Sí,4,Bajo,0,0
EST04640,Ingeniería Mecatrónica,5,Matutino,20,F,76.9,90.1,1,27,No,No,Medio tiempo,22,10.9,Sí,2,59.7,No,2,Bajo,0,0
EST04641,Ingeniería Civil,9,Vespertino,21,M,79.2,74.7,0,18,No,Sí,No trabaja,0,9.1,Sí,1,77.5,No,4,Bajo,0,0
EST04642,Ingeniería Electromecánica,2,Matutino,18,M,88.6,92.3,2,34,Sí,No,Medio tiempo,16,0.5,Sí,11,87.2,No,4,Bajo,0,0
EST04643,Ingeniería Industrial,3,Matutino,21,F,86.5,94.5,0,29,Sí,No,Medio tiempo,24,2.8,Sí,9,79.4,No,4,Bajo,0,0
EST04644,Ingeniería Industrial,4,Matutino,22,F,70.3,67.2,0,21,No,No,No trabaja,0,10.6,Sí,0,72.6,No,2,Medio,1,1
EST04645,Ingeniería Mecatrónica,5,Vespertino,17,F,68.2,82.6,2,22,No,No,No trabaja,0,12.2,Sí,4,64.4,No,1,Bajo,0,1
EST04646,Ingeniería Industrial,2,Matutino,20,F,86.9,76.5,1,31,No,Sí,Tiempo completo,38,8.9,Sí,7,78.4,Sí,3,Medio,0,0
EST04647,Ingeniería Industrial,5,Matutino,21,M,73.7,80.9,0,28,Sí,No,No trabaja,0,2.4,Sí,2,54.9,No,1,Bajo,0,0
EST04648,Contador Público,10,Matutino,26,F,90.0,86.6,0,26,Sí,No,Medio tiempo,25,0.5,Sí,14,91.1,No,2,Bajo,0,0
EST04649,Contador Público,1,Vespertino,20,M,70.4,74.0,0,29,No,No,No trabaja,0,12.5,Sí,10,50.8,Sí,1,Alto,1,0
EST04650,Ingeniería Civil,1,Vespertino,22,F,63.1,86.8,4,19,No,No,Medio tiempo,25,12.4,No,12,100,No,4,Medio,0,1
EST04651,Ingeniería Mecatrónica,10,Matutino,22,F,78.9,91.7,0,33,No,No,No trabaja,0,3.4,Sí,5,87.1,No,3,Bajo,0,0
EST04652,Ingeniería Electromecánica,5,Vespertino,24,F,86.0,98.6,1,31,No,No,No trabaja,0,6.8,Sí,19,81.1,No,4,Bajo,0,0
EST04653,Ingeniería Electromecánica,1,Matutino,24,M,64.2,78.8,1,21,No,No,Tiempo completo,41,12.4,No,12,100,Sí,1,Medio,1,1
EST04654,Ingeniería Civil,3,Matutino,22,F,66.2,87.4,1,36,Sí,No,No trabaja,0,9.0,Sí,12,72.8,No,1,Bajo,1,0
EST04655,Ingeniería Mecatrónica,1,Matutino,17,M,81.7,94.2,2,31,No,No,No trabaja,0,12.7,No,15,60.9,No,3,Medio,0,1
EST04656,Ingeniería Mecatrónica,4,Matutino,20,M,84.2,89.0,1,33,No,Sí,No trabaja,0,2.8,Sí,7,78.9,No,4,Bajo,0,0
EST04657,Contador Público,10,Vespertino,22,M,51.0,81.2,6,18,No,Sí,No trabaja,0,15.0,Sí,4,86.6,Sí,2,Alto,0,1
EST04658,Ingeniería en Sistemas Computacionales,1,Vespertino,25,F,79.9,73.0,4,22,No,No,No trabaja,0,15.4,Sí,14,62.0,No,3,Medio,0,1
EST04659,Ingeniería en Sistemas Computacionales,2,Matutino,22,M,58.9,70.2,1,34,No,No,Medio tiempo,19,5.6,Sí,13,63.5,No,2,Alto,1,1
EST04660,Ingeniería en Gestión Empresarial,8,Matutino,23,F,89.1,77.8,0,33,Sí,Sí,Medio tiempo,16,14.4,Sí,3,62.4,No,4,Bajo,0,0
EST04661,Ingeniería en Sistemas Computacionales,6,Vespertino,22,F,95.4,55.3,3,27,No,No,Tiempo completo,45,0.5,Sí,7,77.9,No,4,Medio,1,0
EST04662,Contador Público,1,Matutino,22,M,85.4,69.8,0,24,Sí,Sí,Tiempo completo,32,5.9,Sí,6,67.4,No,3,Bajo,0,0
EST04663,Ingeniería Civil,5,Matutino,20,F,94.4,77.5,4,31,No,No,No trabaja,0,10.0,Sí,2,60.8,Sí,2,Medio,0,1
EST04664,Contador Público,3,Vespertino,21,F,74.9,81.5,1,22,Sí,No,No trabaja,0,6.5,Sí,9,63.4,Sí,3,Bajo,0,0
EST04665,Ingeniería Industrial,3,Matutino,20,F,66.6,76.7,2,26,No,No,No trabaja,0,0.5,Sí,6,54.0,Sí,1,Alto,1,1
EST04666,Ingeniería en Sistemas Computacionales,5,Vespertino,23,F,64.2,88.5,1,34,No,No,No trabaja,0,4.1,Sí,10,88.8,Sí,4,Medio,0,1
EST04667,Contador Público,7,Vespertino,25,M,72.6,68.5,0,19,No,No,Tiempo completo,33,9.2,Sí,4,66.5,No,4,Medio,1,0
EST04668,Contador Público,8,Matutino,22,M,74.4,85.3,5,22,No,No,No trabaja,0,18.9,Sí,1,60.4,No,3,Medio,0,0
EST04669,Licenciatura en Administración,4,Vespertino,23,F,90.8,85.5,2,19,Sí,No,No trabaja,0,8.8,Sí,6,92.9,No,1,Bajo,0,0
EST04670,Licenciatura en Administración,10,Vespertino,27,M,71.1,94.7,4,18,No,No,Medio tiempo,16,5.8,Sí,13,79.0,No,1,Bajo,0,0
EST04671,Ingeniería en Sistemas Computacionales,1,Matutino,22,M,76.9,88.3,1,32,No,Sí,No trabaja,0,5.3,Sí,5,83.3,Sí,1,Bajo,0,1
EST04672,Ingeniería Civil,5,Vespertino,21,M,91.4,87.8,0,21,Sí,No,No trabaja,0,4.3,Sí,6,81.7,No,2,Bajo,0,0
EST04673,Ingeniería en Sistemas Computacionales,6,Vespertino,23,F,62.8,82.9,1,26,Sí,No,Medio tiempo,28,12.3,Sí,12,95.1,No,1,Bajo,1,0
EST04674,Licenciatura en Administración,1,Vespertino,20,M,81.3,96.7,2,25,No,No,No trabaja,0,7.4,Sí,2,61.5,No,2,Bajo,1,1
EST04675,Licenciatura en Administración,8,Matutino,22,M,66.4,93.9,1,28,Sí,No,No trabaja,0,1.7,No,0,78.5,Sí,4,Medio,1,0
EST04676,Contador Público,7,Matutino,22,F,87.4,73.4,2,23,No,No,Medio tiempo,16,4.5,Sí,3,60.4,No,4,Medio,1,1
EST04677,Ingeniería Mecatrónica,9,Matutino,20,M,75.8,79.1,1,26,No,No,Medio tiempo,16,7.9,Sí,0,84.1,Sí,1,Medio,0,0
EST04678,Licenciatura en Administración,3,Vespertino,18,M,73.5,100,2,28,No,No,Medio tiempo,26,14.1,Sí,6,79.0,No,2,Bajo,0,0
EST04679,Ingeniería Industrial,8,Vespertino,22,F,74.1,69.4,2,25,Sí,Sí,No trabaja,0,6.5,Sí,0,72.3,No,5,Medio,0,1
EST04680,Ingeniería en Gestión Empresarial,7,Vespertino,26,F,75.6,94.3,4,19,No,No,No trabaja,0,3.6,Sí,12,91.7,No,1,Bajo,0,0
EST04681,Licenciatura en Administración,7,Vespertino,25,M,73.4,75.0,0,32,No,No,Medio tiempo,27,6.5,Sí,0,42.1,No,5,Medio,0,0
EST04682,Contador Público,7,Matutino,23,M,75.0,72.0,0,19,No,No,Tiempo completo,38,2.9,No,11,90.4,No,3,Bajo,0,0
EST04683,Ingeniería Civil,6,Matutino,20,M,77.8,69.4,0,35,No,No,Medio tiempo,18,0.5,Sí,9,85.4,No,2,Bajo,0,0
EST04684,Ingeniería Civil,5,Vespertino,25,F,75.3,71.1,0,32,Sí,No,No trabaja,0,13.3,Sí,2,66.6,No,5,Medio,0,0
EST04685,Ingeniería Civil,2,Matutino,21,F,72.5,100,0,29,Sí,No,No trabaja,0,4.3,Sí,4,85.2,Sí,3,Bajo,0,0
EST04686,Licenciatura en Administración,1,Vespertino,20,M,82.6,70.2,0,35,No,No,Medio tiempo,18,0.5,Sí,6,97.8,No,3,Bajo,1,0
EST04687,Ingeniería Industrial,4,Matutino,17,F,90.4,89.3,0,28,Sí,Sí,No trabaja,0,11.0,Sí,13,100,No,3,Bajo,0,0
EST04688,Ingeniería Mecatrónica,5,Vespertino,20,F,77.2,94.1,0,35,No,No,Medio tiempo,14,6.7,Sí,11,58.0,No,4,Bajo,0,1
EST04689,Ingeniería Electromecánica,2,Vespertino,22,M,71.6,89.9,0,23,No,Sí,Medio tiempo,28,10.5,Sí,0,93.4,No,5,Bajo,0,0
EST04690,Licenciatura en Administración,4,Vespertino,24,M,80.5,79.7,2,26,No,Sí,Medio tiempo,25,10.9,Sí,5,78.1,Sí,3,Bajo,0,0
EST04691,Ingeniería Mecatrónica,3,Matutino,20,M,78.0,80.1,2,28,No,Sí,No trabaja,0,7.0,Sí,10,91.6,No,4,Bajo,0,0
EST04692,Contador Público,5,Vespertino,17,F,74.1,92.9,0,22,Sí,No,Medio tiempo,24,6.8,No,11,81.5,No,5,Bajo,1,0
EST04693,Contador Público,5,Matutino,22,F,74.2,82.5,1,32,Sí,No,Medio tiempo,22,24.3,Sí,14,93.6,No,3,Bajo,0,0
EST04694,Licenciatura en Administración,5,Matutino,22,F,77.6,88.8,3,29,Sí,No,No trabaja,0,13.5,Sí,7,90.1,No,4,Bajo,1,1
EST04695,Ingeniería Electromecánica,1,Matutino,19,M,67.7,80.8,0,26,Sí,No,No trabaja,0,12.6,Sí,1,89.2,No,3,Bajo,0,0
EST04696,Ingeniería Industrial,6,Matutino,17,F,66.0,86.2,2,26,Sí,Sí,Tiempo completo,43,9.2,No,1,69.4,No,1,Medio,1,0
EST04697,Ingeniería Industrial,7,Vespertino,22,F,68.0,62.4,1,30,No,No,No trabaja,0,7.2,Sí,13,90.9,Sí,5,Medio,0,1
EST04698,Ingeniería en Gestión Empresarial,1,Matutino,23,M,77.6,89.7,0,24,No,No,No trabaja,0,3.7,Sí,9,100,No,4,Bajo,0,0
EST04699,Ingeniería en Gestión Empresarial,2,Vespertino,21,M,65.4,72.8,6,34,Sí,No,No trabaja,0,8.4,Sí,4,62.3,No,4,Alto,1,1
EST04700,Ingeniería en Sistemas Computacionales,4,Vespertino,23,F,69.8,90.5,4,18,Sí,Sí,No trabaja,0,8.8,Sí,4,100,No,1,Bajo,0,0
EST04701,Ingeniería Mecatrónica,1,Matutino,17,M,80.9,85.1,1,30,No,No,Medio tiempo,19,12.6,Sí,11,71.0,No,5,Bajo,0,0
EST04702,Ingeniería Industrial,5,Matutino,22,M,60.1,79.5,0,25,No,No,No trabaja,0,0.5,Sí,1,62.7,No,2,Medio,0,1
EST04703,Licenciatura en Administración,10,Vespertino,27,F,78.8,64.3,6,32,No,No,Tiempo completo,36,12.0,Sí,7,81.4,Sí,2,Alto,0,0
EST04704,Ingeniería en Gestión Empresarial,10,Vespertino,23,F,61.3,75.5,2,30,Sí,No,No trabaja,0,13.1,Sí,2,74.1,No,1,Alto,0,1
EST04705,Ingeniería Industrial,2,Vespertino,21,F,85.6,100,0,31,Sí,Sí,Tiempo completo,34,4.0,Sí,7,73.6,No,5,Bajo,0,0
EST04706,Ingeniería Civil,4,Matutino,22,F,75.9,83.3,6,32,No,No,Medio tiempo,11,11.2,Sí,3,49.8,No,3,Alto,0,0
EST04707,Contador Público,2,Vespertino,22,M,73.4,70.1,1,20,No,No,No trabaja,0,12.1,Sí,9,93.5,No,4,Bajo,0,0
EST04708,Licenciatura en Administración,1,Matutino,21,F,87.0,75.3,1,29,No,No,No trabaja,0,8.6,Sí,6,88.6,Sí,3,Medio,0,1
EST04709,Ingeniería en Sistemas Computacionales,10,Vespertino,20,M,79.8,96.8,1,32,No,No,Medio tiempo,28,8.6,Sí,5,86.6,No,4,Bajo,0,0
EST04710,Ingeniería Industrial,2,Vespertino,17,M,73.6,72.7,0,22,No,No,No trabaja,0,20.6,Sí,4,79.0,No,2,Bajo,0,0
EST04711,Licenciatura en Administración,7,Matutino,20,M,84.1,72.0,2,21,Sí,Sí,No trabaja,0,8.5,Sí,2,74.1,No,4,Bajo,0,0
EST04712,Licenciatura en Administración,4,Matutino,20,M,87.2,77.7,0,33,No,No,No trabaja,0,0.5,Sí,14,81.8,Sí,5,Bajo,0,0
EST04713,Licenciatura en Administración,5,Vespertino,24,F,88.6,96.1,1,19,No,No,No trabaja,0,11.9,Sí,13,100,No,2,Bajo,0,1
EST04714,Ingeniería en Gestión Empresarial,2,Matutino,20,F,81.3,98.5,0,36,No,Sí,No trabaja,0,11.2,Sí,9,82.9,No,5,Bajo,0,0
EST04715,Ingeniería Mecatrónica,1,Vespertino,20,M,90.9,87.6,0,22,No,No,Medio tiempo,10,13.1,Sí,10,80.1,Sí,5,Bajo,0,0
EST04716,Ingeniería Mecatrónica,5,Vespertino,20,F,70.9,98.7,0,26,Sí,No,No trabaja,0,7.0,No,4,91.1,No,3,Bajo,0,0
EST04717,Ingeniería Civil,8,Vespertino,21,F,76.3,77.6,2,29,No,No,Medio tiempo,15,4.2,Sí,8,85.1,No,2,Bajo,0,0
EST04718,Ingeniería en Gestión Empresarial,10,Matutino,20,F,80.7,80.4,2,31,No,No,No trabaja,0,9.7,Sí,11,90.2,Sí,5,Medio,1,0
EST04719,Ingeniería Electromecánica,6,Vespertino,20,M,89.0,57.8,0,26,No,No,Medio tiempo,24,14.6,Sí,2,58.8,No,1,Medio,1,1
EST04720,Licenciatura en Administración,2,Matutino,19,M,81.4,83.4,2,28,Sí,No,Medio tiempo,12,0.5,Sí,3,52.3,No,4,Medio,0,1
EST04721,Ingeniería en Sistemas Computacionales,8,Matutino,26,F,86.9,69.9,0,36,No,Sí,Medio tiempo,21,7.4,No,3,57.9,Sí,1,Bajo,1,1
EST04722,Ingeniería en Gestión Empresarial,8,Vespertino,24,M,78.5,89.0,1,19,Sí,Sí,No trabaja,0,4.6,Sí,8,81.5,Sí,2,Bajo,0,1
EST04723,Ingeniería Industrial,2,Matutino,21,F,74.1,90.8,0,32,No,No,No trabaja,0,13.2,Sí,14,88.8,No,1,Bajo,0,0
EST04724,Contador Público,1,Matutino,17,F,77.1,74.3,1,33,No,Sí,Tiempo completo,46,16.2,Sí,6,63.6,No,3,Medio,0,0
EST04725,Ingeniería en Sistemas Computacionales,4,Matutino,23,F,79.1,73.1,1,33,No,No,Medio tiempo,20,14.9,Sí,9,73.9,No,2,Medio,0,0
EST04726,Ingeniería en Sistemas Computacionales,4,Vespertino,21,M,87.4,73.5,5,21,Sí,Sí,Tiempo completo,35,10.5,Sí,8,98.1,Sí,4,Medio,0,0
EST04727,Ingeniería Industrial,3,Vespertino,20,M,84.4,83.0,5,20,No,Sí,No trabaja,0,4.9,Sí,12,99.2,No,2,Bajo,0,0
EST04728,Ingeniería Mecatrónica,5,Vespertino,21,F,73.6,78.6,1,22,No,Sí,No trabaja,0,13.2,Sí,9,79.3,No,2,Bajo,0,1
EST04729,Ingeniería Industrial,8,Vespertino,26,F,73.8,77.3,0,29,Sí,No,No trabaja,0,12.9,Sí,5,63.4,No,3,Bajo,0,1
EST04730,Ingeniería Civil,5,Matutino,23,F,69.7,77.0,1,26,Sí,No,No trabaja,0,0.6,Sí,11,64.8,No,3,Medio,0,0
EST04731,Ingeniería Industrial,1,Vespertino,20,M,80.5,89.8,3,22,No,No,No trabaja,0,10.3,Sí,16,53.7,No,5,Medio,0,1
EST04732,Licenciatura en Administración,1,Vespertino,19,F,82.6,91.1,1,25,No,No,Medio tiempo,26,9.4,Sí,20,67.5,Sí,1,Bajo,0,0
EST04733,Ingeniería Industrial,10,Vespertino,27,M,67.7,81.4,1,36,No,Sí,Medio tiempo,26,10.2,Sí,4,100,No,5,Bajo,0,0
EST04734,Ingeniería Electromecánica,5,Vespertino,22,M,90.8,75.4,0,31,Sí,No,Medio tiempo,12,8.2,Sí,13,63.6,No,1,Bajo,0,0
EST04735,Licenciatura en Administración,5,Matutino,19,M,71.9,84.5,2,25,Sí,No,No trabaja,0,13.1,Sí,4,75.6,No,1,Bajo,1,0
EST04736,Ingeniería en Gestión Empresarial,2,Vespertino,21,M,68.3,68.7,6,21,Sí,No,No trabaja,0,14.6,Sí,11,83.7,No,1,Alto,1,0
EST04737,Ingeniería en Sistemas Computacionales,1,Vespertino,19,M,72.2,83.3,4,27,Sí,No,Medio tiempo,13,0.5,Sí,9,80.6,No,1,Medio,1,1
EST04738,Ingeniería Industrial,10,Matutino,19,M,71.1,76.1,0,25,No,No,No trabaja,0,18.4,No,14,76.3,No,2,Bajo,0,0
EST04739,Ingeniería en Sistemas Computacionales,7,Matutino,20,M,74.0,93.3,0,28,No,No,Medio tiempo,12,12.5,Sí,5,100,No,3,Bajo,0,0
EST04740,Licenciatura en Administración,9,Vespertino,21,F,76.1,71.9,4,19,Sí,No,No trabaja,0,11.8,Sí,2,94.7,Sí,4,Medio,0,0
EST04741,Licenciatura en Administración,9,Vespertino,18,M,73.7,76.1,4,32,No,Sí,No trabaja,0,3.3,Sí,13,77.5,No,2,Medio,0,0
EST04742,Ingeniería Civil,4,Vespertino,23,F,83.3,76.3,2,18,No,No,No trabaja,0,4.9,No,13,88.5,No,1,Bajo,0,0
EST04743,Ingeniería en Sistemas Computacionales,4,Matutino,18,M,84.3,77.9,4,21,No,Sí,Medio tiempo,16,15.0,Sí,0,78.2,No,1,Alto,1,0
EST04744,Ingeniería Civil,6,Vespertino,25,M,68.8,85.6,2,36,No,No,No trabaja,0,10.7,Sí,12,81.8,No,5,Bajo,0,0
EST04745,Ingeniería en Sistemas Computacionales,7,Matutino,21,M,65.8,96.1,2,35,Sí,Sí,No trabaja,0,7.7,Sí,5,71.1,No,2,Bajo,0,0
EST04746,Ingeniería en Sistemas Computacionales,10,Matutino,27,F,65.2,76.3,1,28,No,Sí,No trabaja,0,21.6,Sí,4,67.3,No,3,Bajo,0,0
EST04747,Ingeniería Electromecánica,8,Vespertino,18,F,84.1,71.5,0,32,No,No,No trabaja,0,20.7,Sí,3,100,Sí,4,Bajo,0,0
EST04748,Ingeniería Industrial,5,Matutino,22,F,67.0,89.0,1,28,No,No,No trabaja,0,12.4,Sí,5,85.6,No,2,Medio,1,0
EST04749,Ingeniería en Gestión Empresarial,8,Matutino,24,F,56.1,83.4,1,35,Sí,No,Medio tiempo,14,3.2,Sí,12,74.6,No,2,Medio,1,0
EST04750,Ingeniería en Sistemas Computacionales,9,Vespertino,28,M,75.3,93.4,1,30,Sí,No,No trabaja,0,5.1,Sí,9,87.5,No,4,Bajo,0,0
EST04751,Licenciatura en Administración,9,Vespertino,24,F,61.5,85.9,1,32,No,No,No trabaja,0,9.1,Sí,8,83.5,No,2,Bajo,1,0
EST04752,Ingeniería Electromecánica,6,Vespertino,24,M,92.7,90.0,0,26,No,No,No trabaja,0,12.7,Sí,17,100,No,2,Bajo,0,0
